StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,PID,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Age,CloseFrds_1,CloseFrds_2,CloseFrds_3,CloseFrds_4,CloseFrds_5,CloseFrds_6,SpendTime_1,SpendTime_2,SpendTime_3,SpendTime_4,SpendTime_5,SpendTime_6,SocAdvice_1,SocAdvice_2,SocAdvice_3,SocAdvice_4,SocAdvice_5,SocAdvice_6,NegEmoSupp_1,NegEmoSupp_2,NegEmoSupp_3,NegEmoSupp_4,NegEmoSupp_5,NegEmoSupp_6,PosEmoSupp_1,PosEmoSupp_2,PosEmoSupp_3,PosEmoSupp_4,PosEmoSupp_5,PosEmoSupp_6,Responsive_1,Responsive_2,Responsive_3,Responsive_4,Responsive_5,Responsive_6,EmpSupp_1,EmpSupp_2,EmpSupp_3,EmpSupp_4,EmpSupp_5,EmpSupp_6,PosAffPres_1,PosAffPres_2,PosAffPres_3,PosAffPres_4,PosAffPres_5,PosAffPres_6,NegAffPres_1,NegAffPres_2,NegAffPres_3,NegAffPres_4,NegAffPres_5,NegAffPres_6,Gossip_1,Gossip_2,Gossip_3,Gossip_4,Gossip_5,Gossip_6,Persuasive_1,Persuasive_2,Persuasive_3,Persuasive_4,Persuasive_5,Persuasive_6,Liked_1,Liked_2,Liked_3,Liked_4,Liked_5,Liked_6,PoliticalAttitudes1,PoliticalAttitudes2,PoliticalAttitudes3,PoliticalAttitudes4,PoliticalAttitudes5,PoliticalAttitudes6,GroupPolitics1,GroupPolitics2,GroupPolitics3,GroupPolitics4,GroupPolitics5,GroupPolitics6,MoralConvictions1,MoralConvictions2,MoralConvictions3,MoralConvictions4,Wellbeing_self_17,Lonely,Stressed,Satisfied,Rumination,Wellbeing_self_18,Social_Anxiety,Wellbeing_self_22,Anxiety_1,Anxiety_2,Wellbeing_self_19,Depression,Anhedonia,Wellbeing_self_21,Belonging,StudentGrp_Resp_1,StudentGrp_Resp_2,StudentGrp_Resp_3,Group_other_4,Group_other_5,Group_other_6,DID,NID
2018-11-25 16:23:31,2018-11-25 16:35:43,0,100,732,1,2018-11-25 16:35:44,nWMPROD5Yc,,37.4235992431640625,-122.161895751953125,anonymous,EN,18,TIqoZ2suOW,h2yn09VXH2,oA0q2Po7xf,XgbHYXbrWi,kqPtAZZXbV,IMB4n3UJdT,IMB4n3UJdT,gzcKYcsAhv,1o4xSIjveg,TIqoZ2suOW,XgbHYXbrWi,h2yn09VXH2,SuwBrsLOd1,XgbHYXbrWi,hqwP7b0I1A,CThI2R0ewP,qE7hQs4Yjh,,IgAjERSXYM,TIqoZ2suOW,SuwBrsLOd1,BdMK1pChJw,,,SuwBrsLOd1,XgbHYXbrWi,oA0q2Po7xf,IMB4n3UJdT,6LdVRQDRKS,,kqPtAZZXbV,h2yn09VXH2,IgAjERSXYM,8rsekwqjFy,,,4mjHjcseiq,IgAjERSXYM,XicY81sN67,qE7hQs4Yjh,,,RefdXugL9e,mFJ71HQO5l,RUvkeUnmUT,SuwBrsLOd1,huNYJkmsmM,lAfPFlsD8f,NONE,,,,,,NONE,,,,,,tlEPecpT6G,7sb6LXSIoI,3kgAmNt5QZ,,,,qE7hQs4Yjh,7sb6LXSIoI,1o4xSIjveg,,,,23,22,19,23,19,18,23,23,21,23,19,19,20,20,20,21,5,1,4,4,2,4,1,5,4,2,5,1,2,4,36,Fleet Street,Students for a Sustainable Stanford,,,,,5,5
2018-11-25 16:38:18,2018-11-25 16:54:13,0,100,954,1,2018-11-25 16:54:13,E3N2MzFtLE,,37.6875,-122.4387969970703125,anonymous,EN,19,sM0SccVthb,BdMK1pChJw,lW8ZkmiGUN,SuwBrsLOd1,pR4PZ4imOZ,tlEPecpT6G,sM0SccVthb,BdMK1pChJw,pR4PZ4imOZ,SuwBrsLOd1,tlEPecpT6G,lW8ZkmiGUN,sM0SccVthb,lW8ZkmiGUN,,,,,sM0SccVthb,,,,,,sM0SccVthb,SuwBrsLOd1,BdMK1pChJw,tlEPecpT6G,,,sM0SccVthb,lW8ZkmiGUN,,,,,th8pQptGf8,PVRXpdKXA2,ZeTPVfP3gk,,,,pR4PZ4imOZ,lW8ZkmiGUN,sM0SccVthb,7sb6LXSIoI,,,dUxB0OMyGM,,,,,,sM0SccVthb,,,,,,nWMPROD5Yc,1o4xSIjveg,7sb6LXSIoI,CThI2R0ewP,,,7sb6LXSIoI,nWMPROD5Yc,CThI2R0ewP,iYFWRTHXLd,uxOQXZBcOB,1o4xSIjveg,20,22,19,24,19,21,21,22,21,23,21,21,20,19,19,20,3,2,3,4,2,4,3,3,3,3,4,1,1,5,35,Stanford Theater Laboratory,,,,,,5,5
2018-11-25 17:17:47,2018-11-25 17:26:34,0,100,526,1,2018-11-25 17:26:34,gzMvr3oLnV,,37.4235992431640625,-122.161895751953125,anonymous,EN,18,BdMK1pChJw,SuwBrsLOd1,th8pQptGf8,tlEPecpT6G,XicY81sN67,kqPtAZZXbV,tlEPecpT6G,XicY81sN67,SuwBrsLOd1,kqPtAZZXbV,BdMK1pChJw,C1SZ12HcDP,4mjHjcseiq,ieKAbaIbqJ,,,,,ieKAbaIbqJ,4mjHjcseiq,,,,,tlEPecpT6G,ieKAbaIbqJ,4mjHjcseiq,BfmuGJloJl,,,ieKAbaIbqJ,4mjHjcseiq,,,,,ieKAbaIbqJ,,,,,,XicY81sN67,kqPtAZZXbV,ieKAbaIbqJ,,,,3q32bPAiOw,,,,,,BfmuGJloJl,,,,,,tlEPecpT6G,,,,,,ieKAbaIbqJ,,,,,,20,19,18,19,18,18,19,19,19,19,19,19,21,21,21,21,5,2,2,4,1,3,3,4,2,2,4,1,1,5,36,Cardinal Free Clinics,Stanford In Government,The Stanford Daily,,,,5,5
2018-11-25 17:12:28,2018-11-25 17:29:48,0,100,1039,1,2018-11-25 17:29:49,RUvkeUnmUT,,37.905303955078125,-122.054901123046875,anonymous,EN,18,H02ssmXS5c,nWMPROD5Yc,oCJk7DBfSV,mFJ71HQO5l,mFuQIDSvgz,7sb6LXSIoI,H02ssmXS5c,mFJ71HQO5l,oCJk7DBfSV,nWMPROD5Yc,,,nWMPROD5Yc,H02ssmXS5c,7sb6LXSIoI,,,,mFJ71HQO5l,,,,,,nWMPROD5Yc,H02ssmXS5c,,,,,nWMPROD5Yc,mFJ71HQO5l,H02ssmXS5c,uxOQXZBcOB,hqwP7b0I1A,,nWMPROD5Yc,mFJ71HQO5l,uxOQXZBcOB,C1SZ12HcDP,tlEPecpT6G,SuwBrsLOd1,H02ssmXS5c,nWMPROD5Yc,tlEPecpT6G,oCJk7DBfSV,uxOQXZBcOB,7sb6LXSIoI,dUxB0OMyGM,,,,,,H02ssmXS5c,mFuQIDSvgz,mFJ71HQO5l,nWMPROD5Yc,dUxB0OMyGM,s4Bl0qrmiY,ieKAbaIbqJ,nWMPROD5Yc,1o4xSIjveg,huNYJkmsmM,7sb6LXSIoI,AVYF6ynyyl,nWMPROD5Yc,H02ssmXS5c,JZnxPK4suw,qwjw2OMYHs,lAfPFlsD8f,7sb6LXSIoI,24,23,20,24,20,24,24,24,22,24,20,23,22,22,22,22,5,1,2,5,1,5,1,5,2,1,4,1,1,5,36,Other,Stanford Club Sports,None,Stanford Varsity Field Hockey Team,,,5,5
2018-11-25 17:16:43,2018-11-25 17:33:51,0,100,1027,1,2018-11-25 17:33:51,1o4xSIjveg,,37.4235992431640625,-122.161895751953125,anonymous,EN,18,gzcKYcsAhv,64Y7y22rEk,3kgAmNt5QZ,AVYF6ynyyl,IMB4n3UJdT,3ieA82yXj8,gzcKYcsAhv,64Y7y22rEk,3kgAmNt5QZ,AVYF6ynyyl,IMB4n3UJdT,TIqoZ2suOW,TIqoZ2suOW,IMB4n3UJdT,hqwP7b0I1A,CThI2R0ewP,QOTEx4RKYD,,hqwP7b0I1A,gzcKYcsAhv,64Y7y22rEk,TIqoZ2suOW,3ieA82yXj8,,gzcKYcsAhv,64Y7y22rEk,IMB4n3UJdT,hqwP7b0I1A,AVYF6ynyyl,,hqwP7b0I1A,gzcKYcsAhv,64Y7y22rEk,qE7hQs4Yjh,nWMPROD5Yc,,qE7hQs4Yjh,hqwP7b0I1A,3ieA82yXj8,,,,gzcKYcsAhv,64Y7y22rEk,hqwP7b0I1A,qE7hQs4Yjh,3ieA82yXj8,nWMPROD5Yc,dUxB0OMyGM,,,,,,hqwP7b0I1A,gzcKYcsAhv,64Y7y22rEk,AVYF6ynyyl,IMB4n3UJdT,nWMPROD5Yc,qE7hQs4Yjh,hqwP7b0I1A,gzcKYcsAhv,7sb6LXSIoI,,,uxOQXZBcOB,hqwP7b0I1A,nWMPROD5Yc,qE7hQs4Yjh,7sb6LXSIoI,,23,23,20,24,20,23,22,22,22,23,21,22,21,22,22,22,4,1,3,4,1,4,1,4,2,2,4,2,2,5,35,Stanford Mens Rugby,Stanford Astronomical Society,Stanford Student Space Initiative,,,,5,5
2018-11-25 17:34:27,2018-11-25 17:48:11,0,100,824,1,2018-11-25 17:48:12,oCJk7DBfSV,,37.4235992431640625,-122.161895751953125,anonymous,EN,19,1o4xSIjveg,5W4GCgL7j4,zqPS4jMkLK,aiYaF1tNF1,SL72KyJM9u,s4Bl0qrmiY,zqPS4jMkLK,5W4GCgL7j4,aiYaF1tNF1,s4Bl0qrmiY,1o4xSIjveg,,zqPS4jMkLK,1o4xSIjveg,5W4GCgL7j4,,,,zqPS4jMkLK,,,,,,zqPS4jMkLK,5W4GCgL7j4,aiYaF1tNF1,1o4xSIjveg,,,zqPS4jMkLK,aiYaF1tNF1,,,,,zqPS4jMkLK,,,,,,5W4GCgL7j4,s4Bl0qrmiY,C1SZ12HcDP,7sb6LXSIoI,uxOQXZBcOB,aiYaF1tNF1,NONE,,,,,,zqPS4jMkLK,5W4GCgL7j4,aiYaF1tNF1,,,,zqPS4jMkLK,,,,,,5W4GCgL7j4,1o4xSIjveg,,,,,24,18,23,21,21,21,23,19,19,23,20,21,22,22,18,22,5,1,3,5,1,3,1,5,2,1,5,1,1,5,35,Other,Other,Other,Track and Field,Student Concert Network,None,5,5
2018-11-25 18:13:53,2018-11-25 18:24:22,0,100,628,1,2018-11-25 18:24:23,Z4sBfxX6Yf,,37.4235992431640625,-122.161895751953125,anonymous,EN,18,gSmwslphlH,huNYJkmsmM,pSg7iUJ3ZG,JZnxPK4suw,,,gSmwslphlH,JZnxPK4suw,huNYJkmsmM,pSg7iUJ3ZG,,,JZnxPK4suw,gSmwslphlH,huNYJkmsmM,1wEjhQBrKw,,,gSmwslphlH,JZnxPK4suw,,,,,JZnxPK4suw,gSmwslphlH,huNYJkmsmM,,,,JZnxPK4suw,huNYJkmsmM,gSmwslphlH,,,,huNYJkmsmM,,,,,,huNYJkmsmM,JZnxPK4suw,8og3CYBzZm,qE7hQs4Yjh,,,xlEtG92n42,RunEBN2C6y,,,,,gSmwslphlH,JZnxPK4suw,aiYaF1tNF1,pSg7iUJ3ZG,89v5tXCVAy,huNYJkmsmM,qE7hQs4Yjh,huNYJkmsmM,89v5tXCVAy,,,,gzcKYcsAhv,uxOQXZBcOB,ax2ZMqAVsp,qE7hQs4Yjh,nWMPROD5Yc,KWWR2O9VsR,23,22,22,24,21,23,23,20,22,24,20,23,21,19,21,21,2,2,3,4,2,4,2,4,3,2,4,2,2,4,36,Leland Stanford Junior University Marching Band,Multiracial Identified Community at Stanford,Students for a Sustainable Stanford,,,,5,5
2018-11-25 16:29:04,2018-11-25 19:19:13,0,100,10208,1,2018-11-25 19:19:14,Ys49IAhnXq,,37.4235992431640625,-122.161895751953125,anonymous,EN,18,mqxstEqwVb,lW8ZkmiGUN,ZeTPVfP3gk,,,,lW8ZkmiGUN,ZeTPVfP3gk,mqxstEqwVb,DstYrHFZt9,T3iNOulFja,,mqxstEqwVb,ieKAbaIbqJ,,,,,ieKAbaIbqJ,,,,,,lW8ZkmiGUN,mqxstEqwVb,ZeTPVfP3gk,,,,lW8ZkmiGUN,mqxstEqwVb,SuwBrsLOd1,T3iNOulFja,,,lW8ZkmiGUN,SuwBrsLOd1,7sb6LXSIoI,qE7hQs4Yjh,,,lW8ZkmiGUN,SuwBrsLOd1,mqxstEqwVb,,,,kqPtAZZXbV,,,,,,ZeTPVfP3gk,lW8ZkmiGUN,,,,,7sb6LXSIoI,qE7hQs4Yjh,,,,,7sb6LXSIoI,SuwBrsLOd1,tlEPecpT6G,mqxstEqwVb,3H9reqfpXw,lW8ZkmiGUN,20,23,18,20,21,21,22,21,20,21,22,21,19,20,21,19,1,5,4,2,4,1,3,1,4,4,2,4,3,1,34,Other,None,None,Common Origins Dance Team,,,5,5
2018-11-25 20:26:21,2018-11-25 20:37:12,0,100,650,1,2018-11-25 20:37:13,xlEtG92n42,,37.4235992431640625,-122.161895751953125,anonymous,EN,18,op8ylvWbRU,s4Bl0qrmiY,0S0hJZKYOx,hKEayixdWM,zyMXsjc6Nj,ax2ZMqAVsp,s4Bl0qrmiY,op8ylvWbRU,0S0hJZKYOx,ax2ZMqAVsp,hKEayixdWM,zyMXsjc6Nj,qlW80PPG5s,yfTJjVftmj,s4Bl0qrmiY,,,,s4Bl0qrmiY,zyMXsjc6Nj,qlW80PPG5s,0S0hJZKYOx,,,ax2ZMqAVsp,7sb6LXSIoI,op8ylvWbRU,s4Bl0qrmiY,,,s4Bl0qrmiY,zyMXsjc6Nj,0S0hJZKYOx,7sb6LXSIoI,5W4GCgL7j4,,7sb6LXSIoI,5W4GCgL7j4,qlW80PPG5s,lAfPFlsD8f,yfTJjVftmj,,s4Bl0qrmiY,zyMXsjc6Nj,5W4GCgL7j4,oCJk7DBfSV,hKEayixdWM,lAfPFlsD8f,Ys49IAhnXq,89v5tXCVAy,,,,,op8ylvWbRU,s4Bl0qrmiY,zyMXsjc6Nj,0S0hJZKYOx,qlW80PPG5s,,NONE,,,,,,s4Bl0qrmiY,,,,,,22,22,20,23,21,20,23,23,19,23,21,22,20,20,19,20,3,3,3,4,4,2,1,4,3,3,3,1,1,4,36,Other,The Stanford Flipside,,Senate Associate Program,,,5,5
2018-11-25 23:58:07,2018-11-26 00:08:06,0,100,598,1,2018-11-26 00:08:06,LyoqotSy1C,,37.4235992431640625,-122.161895751953125,anonymous,EN,18,uAKoPLZITf,XicY81sN67,4mjHjcseiq,PVRXpdKXA2,ZeTPVfP3gk,iYFWRTHXLd,uAKoPLZITf,XicY81sN67,ZeTPVfP3gk,iYFWRTHXLd,PVRXpdKXA2,4mjHjcseiq,uAKoPLZITf,XicY81sN67,hqwP7b0I1A,4mjHjcseiq,MDMEquqqb0,CThI2R0ewP,uAKoPLZITf,XicY81sN67,4mjHjcseiq,MDMEquqqb0,CThI2R0ewP,hqwP7b0I1A,uAKoPLZITf,XicY81sN67,4mjHjcseiq,hqwP7b0I1A,CThI2R0ewP,iYFWRTHXLd,uAKoPLZITf,4mjHjcseiq,hqwP7b0I1A,CThI2R0ewP,ieKAbaIbqJ,XicY81sN67,uAKoPLZITf,XicY81sN67,,,,,4mjHjcseiq,uAKoPLZITf,uxOQXZBcOB,RefdXugL9e,,,NONE,,,,,,uAKoPLZITf,XicY81sN67,iYFWRTHXLd,,,,uAKoPLZITf,,,,,,TIqoZ2suOW,nWMPROD5Yc,qE7hQs4Yjh,1o4xSIjveg,,,23,23,19,24,21,21,22,22,21,23,20,21,20,20,20,20,4,4,5,2,5,2,1,3,5,5,4,3,3,2,35,Asian American Student Association,Women in Computer Science,,,,,5,5
2018-11-26 15:20:23,2018-11-26 15:31:02,0,100,638,1,2018-11-26 15:31:02,RXKOQoICEb,,37.4235992431640625,-122.161895751953125,anonymous,EN,18,4mb9btuaNX,TMviB96FLR,XicY81sN67,3q32bPAiOw,,,3q32bPAiOw,,,,,,XicY81sN67,,,,,,4mb9btuaNX,,,,,,TMviB96FLR,3q32bPAiOw,,,,,TMviB96FLR,AVYF6ynyyl,,,,,TMviB96FLR,,,,,,TMviB96FLR,89v5tXCVAy,,,,,NONE,,,,,,4mb9btuaNX,,,,,,NONE,,,,,,nWMPROD5Yc,,,,,,22,23,22,24,21,23,18,21,24,23,19,22,22,18,19,20,4,1,3,4,3,5,5,5,3,4,5,1,3,5,36,Chi Alpha Christian Fellowship,Afrobeats,The Blackprint: Building Black Business Leaders and Entrepreneurs,,,,5,5
2018-11-25 14:04:06,2018-11-26 17:27:24,0,100,98597,1,2018-11-26 17:27:25,Oo6k8tcDJh,,37.4235992431640625,-122.161895751953125,anonymous,EN,18,NONE,,,,,,NONE,,,,,,NONE,,,,,,NONE,,,,,,NONE,,,,,,NONE,,,,,,NONE,,,,,,NONE,,,,,,NONE,,,,,,NONE,,,,,,NONE,,,,,,NONE,,,,,,24,21,19,23,20,21,23,21,21,21,21,21,21,21,21,20,2,1,3,,2,4,1,2,1,1,5,1,1,4,35,NONE,None,none,,,,5,5
2018-11-26 18:07:59,2018-11-26 18:18:38,0,100,638,1,2018-11-26 18:18:38,64Y7y22rEk,,37.4235992431640625,-122.161895751953125,anonymous,EN,18,TMviB96FLR,AVYF6ynyyl,3kgAmNt5QZ,gzcKYcsAhv,tIkYjYRyuF,1o4xSIjveg,AVYF6ynyyl,TMviB96FLR,gzcKYcsAhv,tIkYjYRyuF,3kgAmNt5QZ,1o4xSIjveg,TMviB96FLR,AVYF6ynyyl,ieKAbaIbqJ,CThI2R0ewP,MDMEquqqb0,,TMviB96FLR,AVYF6ynyyl,tIkYjYRyuF,,,,TMviB96FLR,AVYF6ynyyl,tIkYjYRyuF,3kgAmNt5QZ,IMB4n3UJdT,gzcKYcsAhv,TMviB96FLR,tIkYjYRyuF,AVYF6ynyyl,3ieA82yXj8,3kgAmNt5QZ,qE7hQs4Yjh,AVYF6ynyyl,TMviB96FLR,qE7hQs4Yjh,,,,TMviB96FLR,AVYF6ynyyl,1o4xSIjveg,3kgAmNt5QZ,qE7hQs4Yjh,,89v5tXCVAy,ieKAbaIbqJ,dUxB0OMyGM,,,,TMviB96FLR,AVYF6ynyyl,tIkYjYRyuF,,,,gzcKYcsAhv,IMB4n3UJdT,tIkYjYRyuF,,,,1o4xSIjveg,CThI2R0ewP,MDMEquqqb0,qE7hQs4Yjh,,,24,22,22,23,22,21,23,21,22,24,20,21,20,20,21,21,4,2,3,2,4,4,1,2,4,3,4,2,1,5,35,Stanford Club Swimming,Other,None,Stanford Food Recovery,,,5,5
2018-11-25 14:03:30,2018-11-26 18:38:14,0,100,102883,1,2018-11-26 18:38:15,d3LANq2wa9,,37.4235992431640625,-122.161895751953125,anonymous,EN,18,7sb6LXSIoI,LyoqotSy1C,XicY81sN67,8og3CYBzZm,iYFWRTHXLd,,7sb6LXSIoI,,,,,,NONE,,,,,,NONE,,,,,,7sb6LXSIoI,XicY81sN67,LyoqotSy1C,,,,NONE,,,,,,NONE,,,,,,iYFWRTHXLd,,,,,,NONE,,,,,,NONE,,,,,,7sb6LXSIoI,,,,,,4mjHjcseiq,,,,,,23,21,21,23,19,20,21,21,21,21,21,21,20,21,19,20,4,2,4,3,1,3,2,3,2,1,3,1,1,4,35,Stanford Student Space Initiative,Ritmo!,,,,,5,5
2018-11-27 10:26:51,2018-11-27 10:38:01,0,100,669,1,2018-11-27 10:38:01,H02ssmXS5c,,37.4235992431640625,-122.161895751953125,anonymous,EN,18,mFuQIDSvgz,RUvkeUnmUT,TIqoZ2suOW,gSmwslphlH,ieKAbaIbqJ,AVYF6ynyyl,AVYF6ynyyl,TIqoZ2suOW,gSmwslphlH,ieKAbaIbqJ,RUvkeUnmUT,mFuQIDSvgz,ieKAbaIbqJ,mFuQIDSvgz,,,,,mFuQIDSvgz,gSmwslphlH,,,,,gSmwslphlH,Ys49IAhnXq,,,,,gSmwslphlH,mFuQIDSvgz,RUvkeUnmUT,,,,7sb6LXSIoI,nWMPROD5Yc,89v5tXCVAy,,,,gSmwslphlH,TIqoZ2suOW,,,,,xlEtG92n42,ax2ZMqAVsp,8rsekwqjFy,J8F7myARcy,,,gSmwslphlH,mFuQIDSvgz,TIqoZ2suOW,,,,NONE,,,,,,1o4xSIjveg,nWMPROD5Yc,mqxstEqwVb,gzcKYcsAhv,7sb6LXSIoI,CThI2R0ewP,23,21,22,21,23,20,19,23,21,24,19,22,21,21,20,20,3,2,3,2,3,4,1,3,3,3,3,2,2,4,35,Stanford Mens Club Soccer Team,Stanford Mens Club Soccer Team,Stanford Mens Club Soccer Team,,,,5,5
2018-11-27 16:12:33,2018-11-27 16:28:45,0,100,972,1,2018-11-27 16:28:45,BdMK1pChJw,,37.4235992431640625,-122.161895751953125,anonymous,EN,18,SuwBrsLOd1,tlEPecpT6G,pR4PZ4imOZ,gzMvr3oLnV,h2yn09VXH2,lAfPFlsD8f,SuwBrsLOd1,tlEPecpT6G,pR4PZ4imOZ,gzMvr3oLnV,h2yn09VXH2,lAfPFlsD8f,SuwBrsLOd1,tlEPecpT6G,pR4PZ4imOZ,lAfPFlsD8f,ieKAbaIbqJ,4mjHjcseiq,SuwBrsLOd1,tlEPecpT6G,pR4PZ4imOZ,h2yn09VXH2,lAfPFlsD8f,ieKAbaIbqJ,tlEPecpT6G,SuwBrsLOd1,pR4PZ4imOZ,h2yn09VXH2,lAfPFlsD8f,gzMvr3oLnV,tlEPecpT6G,SuwBrsLOd1,pR4PZ4imOZ,lAfPFlsD8f,7sb6LXSIoI,4mjHjcseiq,SuwBrsLOd1,tlEPecpT6G,4mjHjcseiq,lAfPFlsD8f,C1SZ12HcDP,7sb6LXSIoI,tlEPecpT6G,SuwBrsLOd1,C1SZ12HcDP,7sb6LXSIoI,kqPtAZZXbV,lAfPFlsD8f,NONE,,,,,,tlEPecpT6G,SuwBrsLOd1,pR4PZ4imOZ,lAfPFlsD8f,h2yn09VXH2,ieKAbaIbqJ,NONE,,,,,,7sb6LXSIoI,lAfPFlsD8f,tlEPecpT6G,SuwBrsLOd1,4mjHjcseiq,nWMPROD5Yc,24,22,20,23,21,24,23,22,21,23,21,23,21,21,21,21,4,1,2,5,1,5,1,5,1,1,5,1,1,5,36,The Stanford Daily,Stanford Dance Marathon,Cardinal Studios,,,,5,5
2018-11-28 15:36:45,2018-11-28 15:51:27,0,100,882,1,2018-11-28 15:51:28,TMviB96FLR,,37.4235992431640625,-122.161895751953125,anonymous,EN,18,64Y7y22rEk,tIkYjYRyuF,AVYF6ynyyl,3ieA82yXj8,qE7hQs4Yjh,,64Y7y22rEk,tIkYjYRyuF,AVYF6ynyyl,3ieA82yXj8,qE7hQs4Yjh,,64Y7y22rEk,tIkYjYRyuF,AVYF6ynyyl,3ieA82yXj8,qE7hQs4Yjh,,64Y7y22rEk,tIkYjYRyuF,AVYF6ynyyl,3ieA82yXj8,qE7hQs4Yjh,,64Y7y22rEk,tIkYjYRyuF,AVYF6ynyyl,3ieA82yXj8,qE7hQs4Yjh,,64Y7y22rEk,tIkYjYRyuF,AVYF6ynyyl,3ieA82yXj8,qE7hQs4Yjh,,qE7hQs4Yjh,,,,,,64Y7y22rEk,tIkYjYRyuF,AVYF6ynyyl,3ieA82yXj8,qE7hQs4Yjh,,NONE,,,,,,64Y7y22rEk,tIkYjYRyuF,AVYF6ynyyl,3ieA82yXj8,,,gzcKYcsAhv,1o4xSIjveg,,,,,nWMPROD5Yc,qE7hQs4Yjh,,,,,22,24,23,23,18,21,23,22,23,22,20,21,21,19,22,22,4,2,3,4,1,5,1,5,1,1,5,1,1,5,35,Akasma Bellydance,Multiracial Identified Community at Stanford,Womxns Coalition,,,,5,5
2018-11-28 21:05:10,2018-11-28 21:22:31,0,100,1041,1,2018-11-28 21:22:31,C1SZ12HcDP,,37.4235992431640625,-122.161895751953125,anonymous,EN,18,BdMK1pChJw,s4Bl0qrmiY,ax2ZMqAVsp,7sb6LXSIoI,oA0q2Po7xf,gzMvr3oLnV,ax2ZMqAVsp,BdMK1pChJw,s4Bl0qrmiY,,,,7sb6LXSIoI,s4Bl0qrmiY,CThI2R0ewP,,,,s4Bl0qrmiY,ax2ZMqAVsp,7sb6LXSIoI,,,,7sb6LXSIoI,BdMK1pChJw,s4Bl0qrmiY,,,,yfTJjVftmj,s4Bl0qrmiY,zyMXsjc6Nj,,,,s4Bl0qrmiY,ax2ZMqAVsp,,,,,7sb6LXSIoI,nWMPROD5Yc,gzMvr3oLnV,uxOQXZBcOB,,,tIkYjYRyuF,,,,,,s4Bl0qrmiY,BdMK1pChJw,,,,,s4Bl0qrmiY,,,,,,7sb6LXSIoI,uxOQXZBcOB,,,,,24,21,23,23,21,24,20,21,23,24,20,20,22,22,20,20,4,3,4,3,2,5,1,3,3,2,4,1,1,4,36,Other,,,Varsity track and field,,,5,5
2018-11-28 21:29:01,2018-11-28 21:35:20,0,100,379,1,2018-11-28 21:35:21,3q32bPAiOw,,37.4235992431640625,-122.161895751953125,anonymous,EN,18,SL72KyJM9u,7sb6LXSIoI,KK9quMhEGv,,,,SL72KyJM9u,,,,,,SL72KyJM9u,,,,,,SL72KyJM9u,,,,,,SL72KyJM9u,,,,,,NONE,,,,,,NONE,,,,,,NONE,,,,,,NONE,,,,,,NONE,,,,,,NONE,,,,,,SL72KyJM9u,,,,,,23,24,18,24,20,18,23,22,21,21,21,20,21,21,22,21,4,2,3,4,2,4,1,3,1,2,4,1,1,4,35,Other,None,None,SOLE,SSI,Casa Zapata,5,5
2018-11-29 01:07:43,2018-11-29 01:53:13,0,100,2729,1,2018-11-29 01:53:13,s4Bl0qrmiY,,37.4235992431640625,-122.161895751953125,anonymous,EN,18,xlEtG92n42,zyMXsjc6Nj,C1SZ12HcDP,3H9reqfpXw,5W4GCgL7j4,yfTJjVftmj,xlEtG92n42,yfTJjVftmj,C1SZ12HcDP,4mb9btuaNX,5W4GCgL7j4,zyMXsjc6Nj,xlEtG92n42,yfTJjVftmj,C1SZ12HcDP,ax2ZMqAVsp,7sb6LXSIoI,qE7hQs4Yjh,xlEtG92n42,C1SZ12HcDP,zyMXsjc6Nj,yfTJjVftmj,3H9reqfpXw,H02ssmXS5c,xlEtG92n42,zyMXsjc6Nj,C1SZ12HcDP,5W4GCgL7j4,yfTJjVftmj,7sb6LXSIoI,xlEtG92n42,yfTJjVftmj,7sb6LXSIoI,ax2ZMqAVsp,zyMXsjc6Nj,C1SZ12HcDP,C1SZ12HcDP,yfTJjVftmj,3H9reqfpXw,H02ssmXS5c,op8ylvWbRU,xlEtG92n42,xlEtG92n42,C1SZ12HcDP,5W4GCgL7j4,3H9reqfpXw,ax2ZMqAVsp,7sb6LXSIoI,NONE,,,,,,zyMXsjc6Nj,xlEtG92n42,yfTJjVftmj,C1SZ12HcDP,op8ylvWbRU,5W4GCgL7j4,xlEtG92n42,,,,,,yfTJjVftmj,H02ssmXS5c,5W4GCgL7j4,3H9reqfpXw,C1SZ12HcDP,,21,23,21,24,20,23,,,,23,,,19,19,19,21,5,1,3,4,2,5,1,4,2,3,5,1,1,5,36,Other,,,Varsity Cross Country ,Varsity Track and Field ,,5,5
